30878,1,4.0
2647871,1,5.0
1283744,1,3.0
2488120,1,4.0
317050,1,5.0
1904905,1,4.0
1989766,1,4.0
14756,1,4.0
1027056,1,4.0
1149588,1,2.0
1394012,1,4.0
1406595,1,4.0
2529547,1,5.0
1682104,1,3.0
2625019,1,5.0
2603381,1,5.0
1774623,1,4.0
470861,1,5.0
712610,1,3.0
1772839,1,4.0
1059319,1,3.0
2380848,1,5.0
548064,1,3.0
1952305,10,4.0
1531863,10,3.0
669077,11,3.0
2615605,11,4.0
1616284,11,3.0
178143,11,4.0
1562197,11,4.0
697474,11,3.0
1340920,11,3.0
1887139,11,3.0
386427,11,5.0
1012466,11,3.0
669117,11,3.0
1389422,11,3.0
2565053,11,4.0
1080872,12,5.0
2486771,12,4.0
2035299,12,4.0
528356,12,3.0
1568056,12,5.0
713230,12,3.0
1494683,12,3.0
1552874,12,4.0
1885503,12,4.0
2305495,12,5.0
1195319,13,5.0
2349173,13,4.0
2131832,13,3.0
1860468,13,4.0
615010,13,5.0
1763541,13,3.0
1140547,14,4.0
2160016,14,3.0
1598256,14,4.0
1510242,14,4.0
668344,14,4.0
1307286,14,3.0
1420093,14,5.0
2447578,14,5.0
2460347,14,1.0
551748,14,3.0
1471457,15,4.0
616735,15,3.0
1919493,15,2.0
1714526,15,4.0
46869,15,3.0
1992224,15,4.0
1761514,15,4.0
29904,15,2.0
393062,15,5.0
2257454,15,4.0
987507,15,3.0
922231,16,4.0
2078728,16,4.0
1203779,16,4.0
1954834,16,5.0
973789,16,4.0
2234000,16,5.0
1545203,16,3.0
892185,16,3.0
796192,16,3.0
290670,16,5.0
2419914,16,4.0
2340654,16,4.0
132594,16,3.0
1279509,16,3.0
2213137,16,3.0
2020045,16,3.0
2242360,16,5.0
1062213,16,5.0
669156,16,3.0
2200600,16,4.0
2356915,16,4.0
93804,16,3.0
1600210,16,3.0
2466397,16,4.0
1627400,16,4.0
1232715,16,4.0
487867,16,3.0
1844214,16,4.0
1178389,16,4.0
2057355,16,3.0
674927,16,3.0
1838252,16,3.0
2219709,16,3.0
1725705,16,4.0
2550944,16,2.0
240399,16,3.0
2538567,16,4.0
1412535,16,4.0
2141441,16,2.0
2366677,16,4.0
1210088,16,5.0
1762082,16,3.0
261654,16,4.0
1732073,16,5.0
2188086,16,3.0
271420,16,4.0
2646160,16,3.0
2238483,16,3.0
1299368,16,3.0
2261008,17,4.0
2603559,17,3.0
1528362,17,3.0
1859325,17,4.0
1918591,17,4.0
611315,17,5.0
630953,17,3.0
2024169,17,3.0
1295028,17,3.0
1964818,17,3.0
1865808,17,3.0
149766,17,3.0
807743,17,3.0
571280,17,5.0
97350,17,4.0
2395017,17,3.0
1548286,17,2.0
2488910,17,5.0
923710,17,3.0
632970,17,3.0
1065691,17,4.0
2632227,17,3.0
2624371,17,3.0
511340,17,4.0
2324465,17,3.0
1859420,17,4.0
340339,17,4.0
1560412,17,4.0
2309640,17,3.0
455645,17,5.0
324395,17,4.0
2567417,17,5.0
2253960,17,4.0
1837290,17,2.0
548690,17,5.0
1688945,17,4.0
313857,17,5.0
487068,17,4.0
1035097,17,3.0
1620868,17,3.0
782781,17,4.0
1021233,17,3.0
1478264,17,4.0
906091,17,4.0
1357068,17,3.0
480759,17,5.0
723700,17,3.0
912623,17,4.0
327993,17,3.0
1167980,17,4.0
38473,17,3.0
175503,17,4.0
1628934,17,2.0
1428389,17,4.0
1690809,17,4.0
97849,17,4.0
380135,17,4.0
229983,17,3.0
835544,17,4.0
875092,17,3.0
2403699,17,4.0
333273,17,4.0
1431761,17,4.0
110622,17,3.0
1523413,17,4.0
1446574,17,3.0
811568,17,4.0
117939,17,5.0
594161,17,3.0
2002136,17,3.0
2260447,17,4.0
2421395,17,3.0
1193336,17,3.0
2542073,17,4.0
981883,17,4.0
999159,17,3.0
2282634,17,3.0
1602583,17,4.0
1508417,17,3.0
433559,17,3.0
1607940,17,4.0
675922,17,3.0
897734,17,3.0
86730,17,4.0
2481120,17,4.0
641760,17,3.0
1305985,17,3.0
374606,17,4.0
1101177,17,5.0
20392,17,5.0
1429293,17,4.0
678662,17,4.0
2558832,17,4.0
907802,17,5.0
2452603,17,3.0
2408577,17,3.0
1057372,17,3.0
971507,17,3.0
949465,17,3.0
1816468,17,4.0
756962,17,3.0
1733839,17,4.0
919347,17,4.0
1405051,17,3.0
2254872,17,3.0
237655,17,4.0
1867184,17,3.0
2005819,17,4.0
203975,17,3.0
319833,17,4.0
1239593,17,3.0
2380395,17,4.0
498988,17,4.0
296354,17,4.0
420080,17,4.0
1992360,17,4.0
398610,17,3.0
1987956,17,3.0
928941,17,4.0
262275,17,3.0
1482288,17,4.0
125569,17,5.0
2494022,17,3.0
432447,17,4.0
223077,17,4.0
2104319,17,1.0
1059699,17,4.0
1374020,17,1.0
156782,17,3.0
992330,17,4.0
378214,17,4.0
1979806,17,4.0
809762,17,4.0
1172522,17,3.0
1184580,17,3.0
2269750,17,2.0
1308127,17,3.0
2613076,17,3.0
140440,17,4.0
763337,17,5.0
1842255,17,5.0
1710240,17,4.0
2424360,17,5.0
393955,17,1.0
1462799,17,3.0
597781,17,4.0
376013,17,3.0
1770376,17,3.0
1135293,17,3.0
1007100,17,4.0
2029981,17,4.0
1689045,17,4.0
416400,17,3.0
2060540,17,5.0
2108637,17,3.0
2274195,17,3.0
1523223,17,3.0
1876690,17,3.0
1567086,17,3.0
2375482,17,3.0
1894954,17,3.0
524610,17,3.0
554567,17,4.0
1030074,17,4.0
337202,17,3.0
2271758,17,5.0
251421,17,4.0
2570166,17,2.0
962225,17,4.0
1626533,17,4.0
795483,17,4.0
1630811,17,3.0
1086540,17,4.0
1175674,17,5.0
1825603,17,3.0
1689219,17,3.0
645334,17,3.0
239992,17,3.0
1244805,17,4.0
1493912,17,3.0
2461142,17,5.0
384188,17,4.0
451827,17,4.0
1192023,17,3.0
1572350,17,4.0
2349204,17,3.0
91373,17,2.0
1413269,17,5.0
1351136,17,3.0
1215431,17,4.0
2265286,17,3.0
1416929,17,4.0
975216,17,4.0
54333,17,4.0
15732,17,4.0
1826520,17,3.0
1979157,17,4.0
1689740,17,2.0
680958,17,3.0
1094761,17,5.0
300572,17,4.0
1061020,17,3.0
1026367,17,5.0
1563848,17,3.0
91272,17,4.0
949923,17,4.0
2430913,17,3.0
845620,17,4.0
1799716,17,5.0
898370,17,3.0
1175588,17,4.0
2485550,17,3.0
809945,17,5.0
890518,17,3.0
2449999,17,4.0
2108491,17,4.0
2152347,17,4.0
990916,17,3.0
297624,17,4.0
1967929,17,4.0
629260,17,4.0
2096346,17,4.0
325111,17,3.0
